id,title,released,overall,reviews,tags
2088250,瘟疫清零计划 Project Zero,"11 Sep, 2022",Very Positive,3268,"Action Roguelike, Zombies, Action, Roguelike, Singleplayer, Free to Play, Strategy, Shooter, 3D, Survival, Post-apocalyptic, Multiplayer, Combat, Indie, Adventure, Shoot 'Em Up"
656450,Alien Hallway 2,"5 Oct, 2017",Mixed,117,"Strategy, Action, RTS, Shooter, Shoot 'Em Up, Aliens, Adventure, Indie, Sniper, Arcade, On-Rails Shooter, 3D, Isometric, Tactical, Action RPG, Third Person, Sci-fi, Inventory Management, PvE, Singleplayer"
1484800,Zardy's Maze,"22 Jan, 2021",Very Positive,1382,"Horror, Action, Survival, Strategy, Free to Play, Multiplayer, Mystery, Stealth, Difficult, 3D, First-Person, Survival Horror, Indie, Dark, Cartoony, Singleplayer, Stylized, Psychological Horror, Supernatural, Multiple Endings"
1749460,Battle Tops,"14 Oct, 2021",Positive,17,"Casual, Simulation, Strategy, 3D Fighter, Battle Royale, Design & Illustration, Sandbox, Collectathon, 3D, Third Person, Indie, Action, Building, Crafting, Local Multiplayer, Singleplayer"
1995330,Monos: The Endless Tower,"5 Oct, 2023",Positive,16,"Tower Defense, Action-Adventure, Procedural Generation, Strategy, 3D, Cute, 360 Video, Action, Casual, Colorful, Fantasy, Magic, Medieval, Adventure, Roguelite, Supernatural, Combat, Singleplayer, Indie"
1140070,Tractor Cargo Driving Simulator,"28 Aug, 2019",Positive,36,"Driving, Simulation, Farming Sim, Offroad, Racing, 3D, Parkour, Indie, Sports, Casual, Survival, Strategy, Adventure, Singleplayer, Farming, Action, 3D Platformer, Exploration, Immersive Sim, Controller"
713740,Train Your Minibot,"30 Jun, 2021",Positive,10,"Precision Platformer, 3D Platformer, Puzzle Platformer, Puzzle, Strategy, Third Person, 3D, Controller, Action, Casual, Robots, Physics, Singleplayer, Early Access, Indie"
802120,Cellyon: Boss Confrontation,"11 Oct, 2022",Positive,32,"Online Co-Op, RPG, Level Editor, Difficult, Action, Indie, Steampunk, Kickstarter, Strategy, Moddable, Competitive, Multiplayer, Singleplayer, Co-op, Party-Based RPG, 3D, Third Person, Fantasy, Magic, MMORPG"
1324870,Ur Game: The Game of Ancient Gods,"22 Jun, 2020",Positive,23,"Casual, PvP, Board Game, Tabletop, Strategy, First-Person, 3D, Historical, Simulation, Realistic, Fantasy, Logic, Mythology, Multiplayer, Singleplayer, Grand Strategy, Atmospheric, Local Multiplayer, Indie, Action"
1711520,Great Marble Adventure,"11 Feb, 2022",Positive,14,"Action, Casual, 3D Platformer, Platformer, Puzzle Platformer, 3D, Third Person, Atmospheric, Medieval, Retro, Indie, Nature, Racing, Strategy, Physics, Linear, Singleplayer"
929140,Tank Royale,"1 Apr, 2019",Positive,47,"Massively Multiplayer, Casual, Early Access, Strategy, Action, Indie, RPG, Simulation, Tanks, Battle Royale, Free to Play, Top-Down Shooter, Multiplayer, Shooter, 3D Fighter, eSports, Arena Shooter, 2.5D, 3D, Cute"
1209570,Cosmos - Escape From Freedom,"1 Jan, 2020",Positive,13,"Action, Indie, Adventure, Bullet Hell, Pixel Graphics, Difficult, Strategy, Roguelike, 3D Fighter, Action Roguelike, Arcade, Space Sim, Roguelite, Top-Down Shooter, Traditional Roguelike, 3D, Isometric, Top-Down, Voxel, Space"
239430,Q.U.B.E: Director's Cut,"21 May, 2014",Very Positive,801,"Puzzle, Indie, First-Person, Adventure, Action, Sci-fi, Singleplayer, Physics, Space, Platformer, Atmospheric, Science, 3D, Soundtrack, Strategy, Classic, Puzzle Platformer, Difficult, VR"
1380520,Racing Outlaws,"23 Jan, 2022",Positive,25,"Action, Racing, Adventure, Arcade, 3D Platformer, Action Roguelike, 3D, Sports, Indie, Strategy, Atmospheric, Combat, Singleplayer, Multiplayer, Casual, 4X, Auto Battler, Automobile Sim, Beat 'em up, eSports"
834920,Operation Osama Bin Laden,"24 May, 2021",Positive,35,"RTS, Strategy, Stealth, Real Time Tactics, Military, Difficult, Top-Down, Action, Tactical, Sniper, War, Singleplayer, Indie, 3D, Violent, Isometric"
1339920,Freedom: How I Escaped,"14 Aug, 2020",Positive,31,"Voxel, Isometric, Female Protagonist, Casual, Relaxing, Strategy, 3D, Puzzle, Early Access, Singleplayer, Indie, Adventure, Atmospheric, Runner, Action-Adventure, Action, Stealth, Fantasy, Horror, Multiplayer"
942390,Captain ToonHead vs the Punks from Outer Space,"11 Nov, 2021",Positive,20,"VR, FPS, Tower Defense, Shooter, Cartoony, Strategy, Tactical, 3D, Funny, Action, Space, Shoot 'Em Up, Real Time Tactics, Superhero, Adventure, Building, First-Person, Indie, Parody , Stylized"
2355050,Save District 3,"11 Apr, 2023",Mostly Positive,40,"Action, Sci-fi, Female Protagonist, Sexual Content, Strategy, Simulation, 3D Fighter, Action-Adventure, Action RPG, Casual, RTS, Spectacle fighter, 3D, Third Person, Artificial Intelligence, Military, Drama, Quick-Time Events, Singleplayer, Indie"
2403940,AutoHeroes,"20 Jan, 2024",Mixed,11,"Auto Battler, Roguelike, Multiplayer, Procedural Generation, Strategy, RPG, Turn-Based, PvP, Inventory Management, Action, Co-op, Singleplayer, Roguelite, Indie, Replay Value, 3D, Fantasy, Online Co-Op, PvE, Early Access"
1189060,The Floor Is Still Really Cheap Lava,"25 Nov, 2020",Very Positive,218,"Third-Person Shooter, PvP, Shooter, Runner, Multiplayer, 3D, Third Person, Funny, Action, Casual, Cartoony, Colorful, Comedy, Combat, Singleplayer, Free to Play, Indie, Racing, Strategy, Nudity"
845200,❂ Hexaluga ❂ Weapon and Shield ☯,"14 May, 2018",Mixed,18,"Indie, Action, Racing, Strategy, Casual, Sports, Adventure, Simulation, RPG, Platformer, 3D Platformer, Free to Play, Hack and Slash, Side Scroller, 3D, Third Person, Physics, Singleplayer, Early Access, Real-Time"
817160,Scary defense,"24 Apr, 2018",Mixed,26,"Action, Indie, Strategy, Tower Defense, Colony Sim, Third-Person Shooter, 3D, Third Person, Psychological Horror, Horror, Atmospheric, Combat, Stealth, Open World, Physics, Singleplayer, Casual"
1815290,Hitmen Party,"17 Apr, 2023",Positive,17,"PvP, Detective, Multiplayer, Local Multiplayer, 4 Player Local, Relaxing, Funny, Stealth, Competitive, 3D, Isometric, Casual, Colorful, Action, Controller, Strategy, Team-Based, Score Attack, Family Friendly, Indie"
450850,Cube Land Arena,"8 Mar, 2019",Mixed,206,"Tower Defense, Strategy, Fantasy, Indie, Casual, Adventure, Action, Real Time Tactics, Tactical, RTS, Sandbox, Singleplayer, 3D, Mythology, Time Manipulation, Voxel, Combat, Survival"
1492250,44 Minutes in Nightmare,"15 Mar, 2021",Positive,42,"Horror, Stealth, Roguelike, Action Roguelike, Action, Action RTS, Procedural Generation, Multiple Endings, First-Person, Strategy, Indie, RTS, FPS, Zombies, Perma Death, Singleplayer, 3D, Psychological Horror, Gore, Dark"
1092730,Hello Neighbor Alpha 3,"17 Oct, 2019",Very Positive,1206,"Adventure, Horror, Free to Play, Indie, Strategy, Stealth, First-Person, Singleplayer, Puzzle, Survival Horror, Action-Adventure, Action, Survival, Psychological Horror, Difficult, Investigation, 3D, Cartoony, Psychedelic, Funny"
1095480,Operation Valor,"19 Oct, 2023",Positive,40,"Top-Down Shooter, Multiplayer, Action, Tactical, PvE, PvP, Shooter, War, Military, Top-Down, Casual, Strategy, Team-Based, Combat, Vehicular Combat, Indie, 3D, Early Access, 2D, Violent"
735550,Crazy Soccer: Football Stars,"28 Jun, 2018",Positive,14,"Sports, Action, Strategy, Funny, PvP, Simulation, Spectacle fighter, Online Co-Op, God Game, Multiplayer, Co-op, Character Customization, Singleplayer, Football (Soccer), Space, Indie, Replay Value, 3D, Casual, Mouse only"
1583900,M.A.R.S.S.,"24 May, 2021",Positive,28,"Indie, Puzzle, RTS, Casual, Funny, Singleplayer, 3D, Cute, Cold War, Alternate History, Action, Mars, Sci-fi, Space, Comedy, Robots, Cartoon, Quick-Time Events, Combat, Strategy"
2517850,Toy Shire: Room One,"13 Mar, 2024",Very Positive,264,"Tower Defense, Strategy, RTS, Cute, Action, Free to Play, Real Time Tactics, Military, Wargame, 3D, Tactical, Cartoony, War, Family Friendly, Combat, Resource Management, Singleplayer, PvE, Indie"
764580,RealmCraft,"19 Feb, 2018",Mostly Positive,37,"Casual, Adventure, Simulation, Strategy, Sandbox, Singleplayer, Action, Indie, Pixel Graphics, Building, Crafting, Survival, Multiplayer, Puzzle, Roguelike, 3D Platformer, Exploration, Anime, Voxel, 3D"
1333860,Wild West Survival,"31 Jul, 2020",Mixed,13,"Action, Adventure, RPG, Early Access, Indie, Strategy, Simulation, Third Person, Open World Survival Craft, Action RPG, Action-Adventure, 3D, Realistic, Building, Crafting, Mining, Relaxing, Survival, Hunting, Loot"
2210800,Monster Racing League,"23 Mar, 2023",Very Positive,72,"Multiplayer, Singleplayer, Casual, Action, Family Friendly, Funny, Colorful, Comedy, Physics, Cute, Strategy, 3D, Cartoony, Early Access, PvP, Racing, Party, Character Customization, Combat Racing, Indie"
2628350,The Texas Chain Saw Massacre - Julie Outfit Pack,"24 Oct, 2023",Positive,21,"Horror, Gore, Action, Multiplayer, Survival Horror, Team-Based, Violent, Survival, Asynchronous Multiplayer, PvP, Third Person, Stealth, Indie, Blood, Cinematic, Atmospheric, 3D, Nudity, Psychological Horror, Strategy"
1096710,Hello Neighbor Alpha 4,"19 Oct, 2019",Very Positive,3793,"Adventure, Free to Play, Strategy, Horror, Indie, Puzzle, Stealth, First-Person, Funny, Mystery, Comedy, Singleplayer, Action, Sandbox, Family Friendly, Story Rich, Investigation, Survival Horror, 3D, Beautiful"
1738540,Dancing Cube,"12 Aug, 2022",Positive,10,"Rhythm, Music, Bullet Hell, Colorful, Multiplayer, Indie, Singleplayer, Level Editor, 3D, PvP, Action, Platformer, 3D Platformer, Controller, Strategy, Family Friendly, Psychedelic, Early Access, 4 Player Local, Combat"
2012820,NecroCity: Prologue,"6 Mar, 2023",Positive,32,"Strategy, City Builder, Tower Defense, Building, Singleplayer, Indie, Base Building, Management, Action, Atmospheric, Tactical, Adventure, Colony Sim, 3D, 3D Vision, Isometric, Horror, Survival, Survival Horror, Dark"
1558420,Galaxy Arena,"3 Apr, 2021",Positive,13,"3D Fighter, Horror, Action, Shooter, Shoot 'Em Up, Survival, Simulation, Gun Customization, Spectacle fighter, War, Bullet Hell, Tactical, Strategy, Cyberpunk, Indie, Robots, Arcade, 3D, First-Person, Destruction"
98900,Alien Hallway,"19 Aug, 2011",Mostly Positive,111,"MOBA, Strategy, Action, Shooter, Tower Defense, Aliens, Indie, Sci-fi, Singleplayer, Platformer, Space, Base Building, Tactical, RPG, Inventory Management, Arcade, 3D Platformer, Side Scroller, 3D, Isometric"
1523170,Aladdin : Save The Princess,"22 Feb, 2022",Positive,14,"Action, Adventure, Casual, Strategy, Experimental, Choose Your Own Adventure, Collectathon, 3D, Anime, Cartoon, Atmospheric, Jet, Memes, Mystery, Building, Combat, Singleplayer, 3D Fighter, Indie"
2072830,Dr.Pumpkin Chapter 2: The SCP hunt,"26 Jul, 2022",Mostly Positive,17,"Action, Strategy, Puzzle, Adventure, 3D, First-Person, Singleplayer, Dark, Fantasy, Choose Your Own Adventure, Action-Adventure, Horror, Dark Fantasy, Dark Humor, Open World, Free to Play, Surreal, FPS, Indie"
2628320,The Texas Chain Saw Massacre - Connie Outfit Pack,"24 Oct, 2023",Positive,26,"Horror, Gore, Action, Multiplayer, Survival Horror, Team-Based, Violent, Survival, Asynchronous Multiplayer, PvP, Third Person, Stealth, Indie, Blood, Cinematic, Atmospheric, 3D, Nudity, Psychological Horror, Strategy"
2222260,Gummy Dummy Battles,"24 Jan, 2023",Positive,15,"Sandbox, Simulation, Physics, Funny, Memes, Team-Based, Comedy, Tactical, Real-Time with Pause, Colorful, Spectacle fighter, War, Action, Strategy, Cute, Casual, Relaxing, Indie, 3D, Singleplayer"
1671310,Trash is Fun,"5 Jul, 2022",Mostly Positive,22,"Survival, Simulation, Adventure, Action-Adventure, Comedy, Co-op Campaign, Co-op, 4 Player Local, Local Co-Op, Education, Indie, Local Multiplayer, Multiplayer, 3D, Isometric, Action, Strategy, Funny, Casual, Tower Defense"
1326700,CHRONOSHOT,"7 Aug, 2020",Very Positive,420,"Early Access, Free to Play, Arena Shooter, Time Travel, Indie, Time Attack, Bullet Time, Arcade, Third-Person Shooter, Shoot 'Em Up, Shooter, Singleplayer, Sci-fi, Casual, Action, 3D, Cartoony, Strategy, Robots, Cinematic"
333660,Towers of Altrac - Epic Defense Battles,"5 Jan, 2015",Mixed,92,"Indie, Strategy, Tower Defense, Fantasy, Action, Multiplayer, Sandbox, 3D Platformer, Turn-Based Tactics, 3D, First-Person, Top-Down, Survival, Artificial Intelligence, Singleplayer, Co-op, Robots"
1510070,Cliff & Field Tower Defense,"7 Aug, 2023",Mostly Positive,47,"Tower Defense, Real Time Tactics, Sandbox, PvE, Action-Adventure, Strategy, 3D, 2D, Cute, Relaxing, Funny, Casual, Action, Colorful, Stylized, Loot, Magic, Family Friendly, Indie, Singleplayer"
321350,Fairspace,"21 Oct, 2015",Mixed,25,"Action, Indie, Strategy, Simulation, Space Sim, Sci-fi, Space, Adventure, Exploration, Mining, Open World, Survival, 3D Fighter, Choose Your Own Adventure, Tactical RPG, 3D, Colorful, Aliens, Economy, Futuristic"
1785680,SPECWAR Tactics,"13 Jan, 2022",Mixed,28,"Indie, Tactical, Strategy, Military, Real Time Tactics, Strategy RPG, Character Customization, Stealth, Management, 3D, Open World, Action, Casual, RPG, Simulation, War, PvE, Combat, Singleplayer"
500290,Of Guards And Thieves - Permanent Gold Account,"8 Dec, 2016",Positive,48,"Indie, Action, Free to Play, Casual, Massively Multiplayer, Multiplayer, Competitive, Shooter, Team-Based, Level Editor, Strategy, Real Time Tactics, Zombies, War, Stealth, Tactical, Funny, Class-Based, 3D, Top-Down Shooter"
2647860,Star Stuff: Prologue,"19 Jan, 2024",Positive,19,"Puzzle, Action-Adventure, Strategy, Casual, 3D, Top-Down, Linear, Action, Automation, Sci-fi, Space, Programming, Robots, Adventure, Free to Play, Singleplayer, Indie"
1716770,Air Traffic BLITZ VR,"24 Dec, 2021",Positive,14,"Casual, VR, Arcade, Atmospheric, Stylized, Singleplayer, Action, Flight, Minimalist, Family Friendly, 3D Vision, Indie, Strategy, 3D, Management, Tutorial, Real Time Tactics, Early Access, First-Person, Noir"
1758200,ITRP _ Gas Prison,"8 Oct, 2021",Positive,20,"Action, Logic, First-Person, Dark, Puzzle, Strategy, 3D, Arcade, Perma Death, Time Management, Survival, Modern, Singleplayer, Sci-fi, Linear, Automation, Mystery, Free to Play, Indie"
1346240,Sporadic Spire,"2 Jul, 2020",Very Positive,63,"Action, Casual, Strategy, Tower Defense, Real Time Tactics, Grand Strategy, Voxel, Minimalist, 3D, Top-Down, Beautiful, Sci-fi, Futuristic, Relaxing, Atmospheric, Building, Procedural Generation, Singleplayer, Soundtrack, Indie"
1372430,Spells and Fellas,"7 Nov, 2022",Mostly Positive,25,"Survival, RPG, Action, Magic, Fantasy, 3D, Combat, Singleplayer, Strategy, Action RPG, Top-Down Shooter, Top-Down, Roguelite, Indie, Action Roguelike, Perma Death, Controller, Arcade, Shooter, Roguelike"
1197260,The Perfect Tower II,"26 Feb, 2021",Very Positive,3055,"Strategy, Idler, Tower Defense, Automation, Resource Management, Free to Play, Indie, Action, Minigames, Voxel, Base Building, Character Customization, Early Access, Colorful, Singleplayer, 3D, Multiplayer"
2534220,Infantry Assault: War 3D FPS,"1 Sep, 2023",Positive,11,"Action, Strategy, Action-Adventure, Shooter, Wargame, FPS, First-Person, Realistic, Military, War, Survival, Indie, Simulation, Adventure, Combat, PvE, Turn-Based Combat, Singleplayer, 3D"
1455780,Big Larry,"2 Dec, 2021",Mostly Positive,20,"Survival Horror, FPS, Dark, Horror, Action, Survival, 3D, Strategy, Combat, Action-Adventure, Arcade, Real Time Tactics, First-Person, Atmospheric, Adventure, Choices Matter, Singleplayer, Indie"
2627220,The Texas Chain Saw Massacre - Slaughter Family Bloody Skins Pack,"24 Oct, 2023",Positive,35,"Horror, Gore, Action, Multiplayer, Team-Based, Survival Horror, Violent, Survival, Asynchronous Multiplayer, PvP, Third Person, Stealth, Indie, Blood, Cinematic, Atmospheric, 3D, Nudity, Psychological Horror, Strategy"
369040,Yargis - Space Melee,"30 Jun, 2015",Mixed,54,"Indie, Casual, Action, Adventure, Strategy, Simulation, Co-op, Top-Down, Moddable, Great Soundtrack, Space, Shoot 'Em Up, Multiplayer, 2D, Arcade, Space Sim, 4X, Top-Down Shooter, 3D, Family Friendly"
2249700,Bonfire And Tail,"9 Sep, 2023",Mostly Positive,20,"Casual, Action, Party Game, Online Co-Op, Indie, PvP, Local Multiplayer, Funny, Cartoon, Cute, Local Co-Op, Third Person, Party-Based RPG, Physics, Action-Adventure, Idler, Comedy, Adventure, 3D, Strategy"
2407620,Hexagon Survivors,"26 May, 2023",Mostly Positive,10,"Action, Roguelike, Action Roguelike, 3D, Cyberpunk, Combat, Free to Play, Singleplayer, Indie, Casual, Strategy"
314560,Kyn,"28 Jul, 2015",Mixed,113,"Action, RPG, Adventure, Indie, Singleplayer, Party-Based RPG, Strategy, Action RPG, Hack and Slash, Isometric, Mythology, Puzzle, Point & Click, Third Person, Crafting, Exploration, 3D, Combat, Loot, Tactical"
756560,Robot Warriors,"22 Apr, 2019",Mixed,37,"Arena Shooter, Beat 'em up, Hack and Slash, Top-Down Shooter, Casual, Arcade, Action-Adventure, Strategy, 3D, Top-Down, Post-apocalyptic, Action, Sci-fi, Score Attack, Robots, Adventure, Combat, Singleplayer, Early Access, Indie"
1134020,Sons of Ra,"15 Apr, 2021",Mixed,35,"Tower Defense, RTS, Competitive, Auto Battler, Board Game, PvP, eSports, Strategy, 3D, Split Screen, Action, Fantasy, Mythology, Family Friendly, Multiplayer, Local Multiplayer, Singleplayer, Indie, Controller, Fast-Paced"
1221240,Tavern Cards,"11 Apr, 2020",Mixed,95,"Card Game, Roguelike, Female Protagonist, RPG, Choices Matter, Demons, 3D, Story Rich, Action, Tactical, Dark Fantasy, Hand-drawn, Adventure, Supernatural, Singleplayer, Indie, Strategy, Roguelite, Card Battler, First-Person"
694480,DOTFI,"27 May, 2020",Mixed,46,"Action, Strategy, Indie, Tanks, Tower Defense, Shooter, Open World Survival Craft, Third-Person Shooter, Realistic, 3D, Stylized, Survival, Sci-fi, Crafting, Base Building, Robots, FPS, Casual, Cyberpunk, Shoot 'Em Up"
1471630,MegaRamp,"23 Nov, 2020",Positive,12,"Strategy, Puzzle, Logic, Minimalist, Physics, Relaxing, Choices Matter, Tactical, Nonlinear, Casual, Singleplayer, 3D, Solitaire, Cinematic, Indie, Action"
960900,Lornsword Winter Chronicle,"23 Oct, 2019",Mixed,25,"Action, Strategy, Local Co-Op, RTS, Real Time Tactics, Isometric, Story Rich, Tactical, Co-op, Singleplayer, Real-Time, Controller, Action RTS, 3D, Fantasy, Indie, Casual, Nudity, Local Multiplayer, Multiplayer"
2628360,The Texas Chain Saw Massacre - Ana Outfit Pack,"24 Oct, 2023",Positive,13,"Horror, Gore, Action, Multiplayer, Survival Horror, Team-Based, Violent, Survival, Asynchronous Multiplayer, PvP, Third Person, Stealth, Indie, Blood, Cinematic, Atmospheric, 3D, Nudity, Psychological Horror, Strategy"
1547150,Combat Cycle,"15 Mar, 2021",Mixed,30,"Action, Shooter, FPS, 3D, Tactical, Modern, Bullet Time, Combat, Indie, Gun Customization, Gore, Violent, Strategy, Adventure, Singleplayer"
2258120,Orcs Coming TD,"16 Jan, 2023",Mixed,16,"Strategy, Tower Defense, Fantasy, RTS, Tactical RPG, Singleplayer, PvE, 3D, Isometric, Top-Down, Action, Indie, Casual, Historical, Choices Matter, Medieval, Combat"
1756090,Trial Of Empires TD,"10 Jan, 2022",Mixed,52,"Action, Indie, Tower Defense, Casual, Strategy, Strategy RPG, Tactical RPG, Military, War, Resource Management, Time Management, Singleplayer, 3D, Colorful, Atmospheric, Fantasy, Tactical, Real Time Tactics, Free to Play, PvE"
1067760,Gallic Wars: Battle Simulator,"30 Oct, 2020",Mixed,24,"Funny, Action, Strategy, Roguelike, Indie, RTS, Physics, Rome, Singleplayer, Memes, Medieval, Relaxing, Turn-Based Strategy, Simulation, Real Time Tactics, 3D, Casual, War, Tactical, Historical"
1426990,Anime - Space Sniper,"15 Nov, 2020",Mixed,23,"Action, Casual, Adventure, Nudity, Experimental, Sexual Content, Indie, Strategy, Arcade, Anime, 3D, 3D Platformer, Gore, Sports, Hentai, Shooter, Singleplayer, Futuristic, Space, Memes"
385400,Weapons Genius,"8 Jul, 2015",Mixed,442,"Simulation, Action, Casual, Indie, Gun Customization, FPS, Crafting, Shooter, First-Person, Realistic, Resource Management, Building, Singleplayer, Free to Play, Strategy, Survival, Sandbox, Hidden Object, Trading, 3D"
420330,HEIST,"27 Sep, 2019",Mixed,16,"Indie, Action, Stealth, Heist, Noir, Crime, Strategy, Great Soundtrack, Isometric, Singleplayer, Stylized, Third Person, Top-Down, America, Alternate History, 3D, Tactical, Loot"
1352540,Sentience,"25 Mar, 2021",Mostly Positive,103,"Early Access, Dystopian , Multiplayer, Robots, Singleplayer, Stealth, FPS, Strategy, Action, Survival, Team-Based, Action-Adventure, Controller, Online Co-Op, 3D, Stylized, Indie, Co-op, Third Person, Atmospheric"
1440280,Killer Inside Us,"30 Oct, 2020",Mostly Positive,16,"Multiplayer, Online Co-Op, Space, Social Deduction, Investigation, Diplomacy, Detective, Stealth, Strategy, Multiple Endings, Choices Matter, Action, Casual, Choose Your Own Adventure, Mystery, Indie, Co-op, 3D, PvP, Third Person"
769110,Barbarian Souls,"30 Aug, 2019",Mixed,60,"Hack and Slash, Souls-like, Casual, Character Action Game, Action-Adventure, Third Person, Metroidvania, 3D, Funny, Swordplay, Strategy, Action, Fantasy, Medieval, Pixel Graphics, Adventure, Combat, Singleplayer, Early Access, Indie"
1076500,Valgrave: Immortal Plains,"7 Feb, 2020",Very Positive,926,"Battle Royale, Free to Play, Massively Multiplayer, Multiplayer, Magic, Fantasy, Action, Indie, Strategy, Third Person, Experimental, Replay Value, 3D Fighter, Casual, PvP, RPG, Fighting, Arcade, Third-Person Shooter, 3D"
2541590,Flow Parkour,"18 Aug, 2023",Mostly Positive,55,"Action, Platformer, 3D Platformer, Precision Platformer, Runner, 3D, First-Person, Controller, Physics, Early Access, Casual, Stealth, Strategy, Indie, Tutorial, Parkour, Singleplayer"
1588040,Dungeon Clicker,"25 Aug, 2021",Mixed,32,"Early Access, Singleplayer, Clicker, Point & Click, Indie, Soundtrack, Idler, RPG, Time Management, Strategy, Action, Casual, Fantasy, 3D, Funny, Arcade, Management, Resource Management, Character Customization, Adventure"
1586220,Click To Eleven,"21 Nov, 2023",Mostly Positive,133,"Exploration, Action-Adventure, 3D, First-Person, Lore-Rich, Strategy, Story Rich, Realistic, Action, Indie, Arcade, Adventure, Point & Click, Sandbox, Clicker, 2D Platformer, 2D, Minimalist, Aliens, Comedy"
2692450,Kurofune : Descobrimentos Portugueses,"28 Feb, 2024",Positive,27,"Choose Your Own Adventure, Resource Management, Exploration, Strategy, Historical, Top-Down, Choices Matter, Singleplayer, Adventure, Point & Click, Education, Management, Grand Strategy, 3D, Action, Casual, Simulation, Cartoony, Combat, Indie"
1419100,The Unexpected Quest Prologue,"7 Oct, 2020",Very Positive,102,"Free to Play, Simulation, City Builder, Strategy, Adventure, Action-Adventure, 3D, Colorful, Base Building, Choices Matter, Crafting, Singleplayer, Action, Indie"
2281300,沃瑞尔：荒境,"14 Feb, 2023",Positive,27,"RPG, Action Roguelike, Turn-Based Tactics, Casual, Archery, 3D, 3D Vision, Dragons, Turn-Based Combat, Loot, Free to Play, Sci-fi, Indie, Strategy, Action, Adventure, Combat, Co-op, Multiplayer, Asynchronous Multiplayer"
480500,Dogfight Elite,"28 Aug, 2023",Mixed,55,"Action, Wargame, Massively Multiplayer, Flight, Simulation, Strategy, Indie, World War I, VR, Shooter, 3D Fighter, Action-Adventure, Arcade, MOBA, FPS, Third-Person Shooter, Realistic, Third Person, 3D, Cartoony"
2169140,CantEscapeTheBackrooms,"31 Dec, 2023",Mixed,66,"Strategy, Puzzle Platformer, Puzzle, Action-Adventure, First-Person, Multiplayer, 3D, Horror, Action, Adventure, Free to Play, Stealth, Survival Horror, Dark, Singleplayer, Indie, Online Co-Op, Co-op"
1054370,Sandbox Anything,"18 Dec, 2019",Mostly Positive,46,"Sandbox, Strategy, Multiplayer, Action, Level Editor, Zombies, Experimental, Indie, 2.5D, Early Access, Casual, Simulation, Massively Multiplayer, Puzzle, Survival, Tower Defense, 3D, Cartoony, Colorful, Third Person"
467370,Escape This,"4 May, 2016",Mixed,107,"Precision Platformer, Perma Death, Difficult, Puzzle Platformer, Moddable, Puzzle, Level Editor, Arcade, 3D Platformer, Top-Down, 3D, Family Friendly, Singleplayer, Casual, Action, Strategy, Dating Sim, Shooter, Indie"
1395080,The Disaster,"22 May, 2021",Mostly Positive,12,"Action, Shooter, Singleplayer, Survival, 3D, PvE, Zombies, First-Person, Hero Shooter, FPS, Adventure, Indie, Sci-fi, Combat, Action-Adventure, Strategy, Fantasy, Post-apocalyptic, Early Access, Multiplayer"
1613100,Rioters 2025,"16 Jul, 2021",Mixed,26,"Action, FPS, Battle Royale, Third-Person Shooter, 3D, Massively Multiplayer, Realistic, Sniper, Survival, Tactical, War, Character Customization, Combat, Casual, Indie, Adventure, RPG, Simulation, Strategy, PvP"
1079440,Bad Business,"24 Jul, 2019",Mixed,15,"3D, Top-Down Shooter, Violent, Top-Down, Blood, Short, Stylized, Gore, Indie, Stealth, Third Person, Tactical, Fast-Paced, Arcade, Shooter, Difficult, Singleplayer, Action, Strategy"
1991090,Falling Elevator,"6 Jun, 2022",Positive,12,"Strategy, Action, Adventure, Casual, Simulation, City Builder, Platformer, Point & Click, Puzzle, Choose Your Own Adventure, Clicker, Metroidvania, Mystery Dungeon, Time Management, 3D, Cute, Third Person, Singleplayer, Indie"
633150,Mythlink,"20 Jan, 2023",Positive,10,"VR, Indie, Action, Multiplayer, PvP, Singleplayer, Family Friendly, Puzzle, Casual, Arcade, Combat, Real Time Tactics, 3D, First-Person, Strategy"
1442750,Invasion Vill,"30 May, 2022",Positive,10,"Thriller, Horror, Dark, Science, Strategy, Artificial Intelligence, First-Person, PvE, Singleplayer, Action, Indie, Gore, Violent, Survival Horror, Action-Adventure, 3D, Realistic"
1469000,Don't Crash - The Zombie Game,"25 Dec, 2020",Mixed,10,"Action, Adventure, Shooter, Survival, FPS, Looter Shooter, Survival Horror, 3D, First-Person, Zombies, Indie, Casual, Combat, Violent, Strategy, Perma Death, PvE, Score Attack, Singleplayer"
672310,Kingdoms Of Marazia: Classic,"6 Aug, 2018",Mixed,28,"Massively Multiplayer, RTS, Strategy, Management, Indie, RPG, Hex Grid, Action, Casual, MMORPG, Action RTS, Real Time Tactics, 3D, Colorful, Minimalist, Top-Down, Building, Economy, Medieval, Military"
1361750,The Rebellion,"1 Apr, 2021",Mixed,18,"Medieval, Strategy, RTS, War, PvP, PvE, Multiplayer, Online Co-Op, Base Building, Third Person, Top-Down, Action RTS, Action, Crafting, 3D, Singleplayer, Early Access, Indie, Souls-like, Dark Fantasy"
2167340,Physics Lab,"7 May, 2023",Mostly Positive,14,"Casual, Atmospheric, Sandbox, 3D, Action, Minimalist, Stylized, First-Person, Logic, Physics, Nonlinear, Singleplayer, Free to Play, Indie, Strategy, Adventure, RPG"
2386590,Dwarfender,"1 Jun, 2023",Mixed,23,"Action, Strategy, Tower Defense, RTS, Real Time Tactics, Third-Person Shooter, 3D, Third Person, Fantasy, Medieval, Underground, Tactical, Combat, PvE, Tutorial, Free to Play, Singleplayer, Indie"
