game_id,title,released,price,overall,positive%,reviews,tags
312520,Rain World,"28 Mar, 2017","321.000,00₫",Very Positive,0.94,21976,"Difficult, Atmospheric, Survival, Indie, Platformer, Pixel Graphics, Exploration, 2D, Adventure, Post-apocalyptic, Open World, Cute, 2D Platformer, Survival Horror, Metroidvania, Singleplayer, Physics, Simulation, Souls-like, Action"
1527950,Wartales,"12 Apr, 2023","608.000,00₫",Very Positive,0.91,21384,"RPG, Open World, Turn-Based Strategy, Party-Based RPG, Medieval, Co-op, Adventure, Strategy, Turn-Based Combat, Singleplayer, Multiplayer, Tactical RPG, Exploration, Survival, Sandbox, Turn-Based, Online Co-Op, Story Rich, Violent, Indie"
2155180,Pioneers of Pagonia,"13 Dec, 2023","385.000,00₫",Very Positive,0.85,2476,"Base Building, City Builder, Colony Sim, Economy, Building, Medieval, Exploration, Sandbox, Strategy, Management, Trading, Early Access, 3D, Procedural Generation, Simulation, Stylized, Singleplayer, Fantasy, Indie, Resource Management"
1746030,Murders on the Yangtze River,"30 Jan, 2024","205.000,00₫",Overwhelmingly Positive,0.97,6649,"Adventure, Indie, Puzzle, Detective, Story Rich, Exploration, Puzzle Platformer, Drama, Mystery, Logic, Investigation, Historical, Lore-Rich, RPG, Singleplayer, Text-Based, First-Person, Old School, 2D, Colorful"
1017180,The Long Drive,"25 Sep, 2019","215.000,00₫",Very Positive,0.91,27127,"Automobile Sim, Open World, Multiplayer, Driving, Survival, Post-apocalyptic, Exploration, First-Person, Simulation, Adventure, Singleplayer, Horror, Early Access, Sexual Content, Realistic, Indie, Action, Racing, FPS, Shooter"
1066890,Automobilista 2,"30 Jun, 2020","310.000,00₫",Very Positive,0.92,6099,"Racing, Simulation, Sports, VR, Automobile Sim, Indie, Action, Driving, Realistic"
881100,Noita,"15 Oct, 2020","188.000,00₫",Overwhelmingly Positive,0.95,57086,"Physics, Difficult, Roguelike, Pixel Graphics, Dungeon Crawler, Indie, Open World, 2D, Sandbox, Perma Death, Action, Action Roguelike, RPG, Gun Customization, 2D Platformer, Roguelite, Action-Adventure, Mythology, Dark Humor, Crafting"
16900,GROUND BRANCH,"14 Aug, 2018","250.000,00₫",Very Positive,0.91,15643,"Tactical, Realistic, Military, FPS, Shooter, Multiplayer, Simulation, Singleplayer, Action, Co-op, First-Person, Gun Customization, Indie, Online Co-Op, Early Access, War, Team-Based, Strategy, Sandbox, Atmospheric"
1649080,Two Point Campus,"9 Aug, 2022","576.000,00₫",Very Positive,0.88,3000,"Simulation, Management, Strategy, Building, City Builder, Casual, Sandbox, Funny, Cartoony, Isometric, Comedy, Singleplayer, Family Friendly, Indie, Economy, Tactical, Replay Value, Retro, Education, Cute"
1274570,DEVOUR,"28 Jan, 2021","73.500,00₫",Very Positive,0.92,55193,"Horror, Online Co-Op, Multiplayer, Survival Horror, Sexual Content, Co-op, Psychological Horror, Dark, Survival, First-Person, Atmospheric, Indie, VR, Difficult, Puzzle, Gore, Singleplayer, Violent, Action, Stealth"
233860,Kenshi,"6 Dec, 2018","250.000,00₫",Overwhelmingly Positive,0.95,68108,"Open World, Sandbox, RPG, Survival, Strategy, Building, Base Building, Post-apocalyptic, Singleplayer, Crafting, City Builder, Indie, Simulation, Adventure, Management, RTS, Ninja, Character Customization, Alternate History, Steampunk"
1150690,OMORI,"25 Dec, 2020","188.000,00₫",Overwhelmingly Positive,0.97,59717,"Psychological Horror, Story Rich, Pixel Graphics, Indie, Great Soundtrack, RPG, Multiple Endings, RPGMaker, Hand-drawn, Horror, 2D, Colorful, Turn-Based, Atmospheric, Party-Based RPG, Exploration, JRPG, Stylized, Anime, Fantasy"
1135690,Unpacking,"1 Nov, 2021","188.000,00₫",Very Positive,0.92,24863,"Relaxing, Cute, Casual, Pixel Graphics, Story Rich, Puzzle, Simulation, Singleplayer, Indie, Life Sim, Atmospheric, Point & Click, Female Protagonist, Isometric, LGBTQ+, Colorful, Family Friendly, Inventory Management, 2D, Hidden Object"
1607890,Risk of Rain 2: Survivors of the Void,"1 Mar, 2022","140.000,00₫",Very Positive,0.86,4495,"Action, Indie, Great Soundtrack, Co-op, Multiplayer, Third-Person Shooter, Roguelike, Looter Shooter, Action Roguelike, Difficult, Survival, Arcade, Singleplayer, Sci-fi, Roguelite, Funny"
